BattlefyName,IGN,Pokepaste
Magic_Rana,Magic_Rana,"=HYPERLINK(""https://pokepast.es/0f2656f1d7781f98"")"
lucalucario,lucalucario,"=HYPERLINK(""https://pokepast.es/9cc894207e402170"")"
giuliogilberti9696,Tosahka,"=HYPERLINK(""https://pokepast.es/6205f0e55719a0a9"")"
kilmonger630,3cho,"=HYPERLINK(""https://pokepast.es/1b0e9943f31ed37b"")"
ziriux52,Bruno,"=HYPERLINK(""https://pokepast.es/a1f0e9c762656c53"")"
WallyOd,Wally,"=HYPERLINK(""https://pokepast.es/7f4899b65c0dc46a"")"
Firewyn_,Firewyn,"=HYPERLINK(""https://pokepast.es/3c7ef1164ba2f8a3"")"
IdkVgc,Evan,"=HYPERLINK(""https://pokepast.es/e5fabef911800df7"")"
Ryuu Jay VGC,Jay,"=HYPERLINK(""https://pokepast.es/eea93477a3a1711b"")"
Zumo_de_manzana,Cañuelo,"=HYPERLINK(""https://pokepast.es/cfebde4e769f6994"")"
JammJGM,Jamm,"=HYPERLINK(""https://pokepast.es/e8473d8e9186232a"")"
johnpeezy13r,John Paul,"=HYPERLINK(""https://pokepast.es/8a7ec5b4382e89ea"")"
coxroc,coxroc,"=HYPERLINK(""https://pokepast.es/c9d2e2f376601c20"")"
Ste,Ste,"=HYPERLINK(""https://pokepast.es/3ab468dc081c2c26"")"
glacierishype,Glacier,"=HYPERLINK(""https://pokepast.es/1d0014e25d96c3e1"")"
Giansito,Gian,"=HYPERLINK(""https://pokepast.es/6cbf60504e795122"")"
lucariolaroze,LuziVGC,"=HYPERLINK(""https://pokepast.es/2dd612ed12093e7f"")"
UrsakingVGC,TheSheeshMan,"=HYPERLINK(""https://pokepast.es/1c1030fd3213ac6e"")"
connerpietru,Conner,"=HYPERLINK(""https://pokepast.es/1c1030fd3213ac6e"")"
asmartin007,Lambo1,"=HYPERLINK(""https://pokepast.es/d99eaeab4ec0572a"")"
DiegoCGV,Diego,"=HYPERLINK(""https://pokepast.es/82e5977ae4a16fe1"")"
yanvsym1,Hellraiser,"=HYPERLINK(""https://pokepast.es/c2f62ea9d5bcb0e4"")"
bradenclemens,Braden,"=HYPERLINK(""https://pokepast.es/4c9501129f67d563"")"
BigMikeOG,BIG MIKE,"=HYPERLINK(""https://pokepast.es/cf2776dbb7ea3fe6"")"
Genius_,Genius,"=HYPERLINK(""https://pokepast.es/6295a536d17aeba7"")"
daguirre1400,Diego,"=HYPERLINK(""https://pokepast.es/09f2fc611d6f6ab3"")"
mardays24,Chef,"=HYPERLINK(""https://pokepast.es/34fa62b5281e2519"")"
alextrindadecontato33,Aleknauta,"=HYPERLINK(""https://pokepast.es/5256593723246c0b"")"
Sayaa,Misaka,"=HYPERLINK(""https://pokepast.es/d2fc6a317e92707e"")"
TheJayA,Jay,"=HYPERLINK(""https://pokepast.es/063204f2ef31c703"")"
Arekusabii,Areku,"=HYPERLINK(""https://pokepast.es/eca76259f138afcf"")"
MarshMalleaux ,MarshMalleau,"=HYPERLINK(""https://pokepast.es/f17e7e6ec88fa8e3"")"
TobaccoKoko,Steak Bake,"=HYPERLINK(""https://pokepast.es/2f4fadc93cb25f4c"")"
MemesNDreams,MemesNDreams,"=HYPERLINK(""https://pokepast.es/23ec4e3e9383e337"")"
rthakkar44,Conkledonk,"=HYPERLINK(""https://pokepast.es/eba2110ece27a289"")"
evan117,gary,"=HYPERLINK(""https://pokepast.es/db9c6f8becf79f35"")"
njpbest,Natalija,"=HYPERLINK(""https://pokepast.es/4b3363fe2dccb5ad"")"
SableyeVGC ,SableyeVGC,"=HYPERLINK(""https://pokepast.es/e3185f7112a5ddc1"")"
BelugaVGC,Beluga,"=HYPERLINK(""https://pokepast.es/0434466f9fb5e6ea"")"
KokoroBlue,スカーレット,"=HYPERLINK(""https://pokepast.es/b723d7ccd2dcd4b6"")"
kkyytsukide9,ストレリチア,"=HYPERLINK(""https://pokepast.es/b6ab5a2d36c8e154"")"
とも,まふゆ,"=HYPERLINK(""https://pokepast.es/cae2a8096876a4ed"")"
32knpoke3710,みつかん。,"=HYPERLINK(""https://pokepast.es/bfcee2f42278cc77"")"
Jeanz1214,Doggo,"=HYPERLINK(""https://pokepast.es/f2a3974a2dc917d5"")"
Ad0,東雲青空,"=HYPERLINK(""https://pokepast.es/d27c95d5c8d32a8f"")"
ErcoleSterolo,FedeMitra9,"=HYPERLINK(""https://pokepast.es/52f4814c6622143f"")"
steevefalleroni97,Black,"=HYPERLINK(""https://pokepast.es/3cd2c7987ce82c52"")"
jacklloyd2735,PokePhysio,"=HYPERLINK(""https://pokepast.es/1eed9f794f6b471c"")"
danielacorn ,DanielAcorn,"=HYPERLINK(""https://pokepast.es/2d9636b442189122"")"
yanagi02,やなぎ,"=HYPERLINK(""https://pokepast.es/07d4b9695cf97540"")"
MandoVgc,Mando,"=HYPERLINK(""https://pokepast.es/4f5a0a5f177c06dc"")"
mattytaxes,Matt,"=HYPERLINK(""https://pokepast.es/ca1c285a1229341c"")"
KiyoshiroArai,じぇらーる,"=HYPERLINK(""https://pokepast.es/1ab5ce522312f7e8"")"
lschianchi7,dialghite,"=HYPERLINK(""https://pokepast.es/8ea4e7b3c6dc0189"")"
Animod,Animod,"=HYPERLINK(""https://pokepast.es/e3673977348a68cd"")"
a0938785189,Wavvvy,"=HYPERLINK(""https://pokepast.es/03675538a04e2f53"")"
DarkGold,DarkGold,"=HYPERLINK(""https://pokepast.es/73d34840e8d9b6a9"")"
DamiVGC1234,AstaPunch,"=HYPERLINK(""https://pokepast.es/b2975ecb8a94d7e9"")"
yujiro02140214,Yujiro,"=HYPERLINK(""https://pokepast.es/adbd37a2a7750279"")"
AndrewsWho,Andrews,"=HYPERLINK(""https://pokepast.es/0942220aa4777f09"")"
NayeonLove,나연♥︎,"=HYPERLINK(""https://pokepast.es/1f6551448caa251e"")"
Chest,Chest,"=HYPERLINK(""https://pokepast.es/33651d15533e8dcd"")"
クロ,スカーレット,"=HYPERLINK(""https://pokepast.es/b61f6f2daeb94a91"")"
lateralvs,lateralvs,"=HYPERLINK(""https://pokepast.es/d188552bade4ca33"")"
nicopolla1999,nik,"=HYPERLINK(""https://pokepast.es/f10372aad2fff78d"")"
Francesco Pardini,AlexisVGC,"=HYPERLINK(""https://pokepast.es/7602f499396e3e7c"")"
Davidpriego97,David,"=HYPERLINK(""https://pokepast.es/d9f3511d71bf4ea2"")"
Sala335,Sala335,"=HYPERLINK(""https://pokepast.es/f24e10393745846d"")"
Pepelu99,Jose Luis,"=HYPERLINK(""https://pokepast.es/8db5cf79bf9a3d00"")"
bubbles_ftw,Hoej,"=HYPERLINK(""https://pokepast.es/9395648241a13cd1"")"
968,エルアイン,"=HYPERLINK(""https://pokepast.es/439c8dc3638d14f0"")"
giuseppealario1993,Il Mule,"=HYPERLINK(""https://pokepast.es/6c6fca647b37060b"")"
barbieridie,Diego,"=HYPERLINK(""https://pokepast.es/a26984439846b445"")"
DubiousBulb1033,Dubious,"=HYPERLINK(""https://pokepast.es/f4158bdde67187cc"")"
jiholee32,호지,"=HYPERLINK(""https://pokepast.es/686e721069b3c1e2"")"
erikzwambach-2,NNayeon,"=HYPERLINK(""https://pokepast.es/eaec094437721c49"")"
TengenVGC,iMTengen,"=HYPERLINK(""https://pokepast.es/f46bd9444200f069"")"
simon_bernard,Ryo,"=HYPERLINK(""https://pokepast.es/28c806bd264c8596"")"
CertainLight,Sam,"=HYPERLINK(""https://pokepast.es/af03e01229b56531"")"
skygoaler18,Pietro,"=HYPERLINK(""https://pokepast.es/34e2c8552d8e5722"")"
Nakafuyu Yuki,Yuki,"=HYPERLINK(""https://pokepast.es/f552b860eb5f0a21"")"
noahstransky12,lux,"=HYPERLINK(""https://pokepast.es/900210c8c8cb7e94"")"
stephanegiangaspero,Heisenbread,"=HYPERLINK(""https://pokepast.es/44f1f64d0023a098"")"
CICCIOTT,CICCIOTT,"=HYPERLINK(""https://pokepast.es/54a3bffa9e684573"")"
fyluriss,Luriss,"=HYPERLINK(""https://pokepast.es/533604f4314242e4"")"
LeviathanDrake,Lore,"=HYPERLINK(""https://pokepast.es/126b89b4f2aa3f99"")"
LenVGC,LenVGC,"=HYPERLINK(""https://pokepast.es/a74ea9eb5132b86b"")"
babbonat,Francesco,"=HYPERLINK(""https://pokepast.es/78eb600bafe8f466"")"
alessandrocinardi1992,Cinavgc,"=HYPERLINK(""https://pokepast.es/e0982509522afca5"")"
JimmyLeSimplet,Jimmy,"=HYPERLINK(""https://pokepast.es/d6ea152a28fa7e41"")"
tommyoldo,FinnzVGC,"=HYPERLINK(""https://pokepast.es/5b733c11be9d176d"")"
Dragobolide,Scarlet,"=HYPERLINK(""https://pokepast.es/299453c2a9a3dea4"")"
FedeCampoVGC,FedeCampoVGC,"=HYPERLINK(""https://pokepast.es/8708eff1ae99a130"")"
Chuggle,Chuggle,"=HYPERLINK(""https://pokepast.es/b47efb21203569cd"")"
Woid,Lorenzo,"=HYPERLINK(""https://pokepast.es/eb117c4fde6d8d90"")"
MichaelderBeste,Michi,"=HYPERLINK(""https://pokepast.es/b7533295c4fae24b"")"
christianrivera082005,Koopa Troopa,"=HYPERLINK(""https://pokepast.es/27d0fd1642cc3878"")"
Tabu__24,Tabu,"=HYPERLINK(""https://pokepast.es/e8aad415546b4016"")"
gabrielelopez2005,Gab,"=HYPERLINK(""https://pokepast.es/ca036236d0d7ec32"")"
hyden952,Hidan,"=HYPERLINK(""https://pokepast.es/236578c3cba77bfc"")"
Goodra526TW,萊恩,"=HYPERLINK(""https://pokepast.es/df37644a67cbc409"")"
giuliotarlao,Giulio,"=HYPERLINK(""https://pokepast.es/f6064206275a26f7"")"
fuschio29,NikyuAlex,"=HYPERLINK(""https://pokepast.es/47467f7fac27bab9"")"
FR Barbershop,F2,"=HYPERLINK(""https://pokepast.es/81aa67e2459cf8fa"")"
Lushelldo,plastic love,"=HYPERLINK(""https://pokepast.es/439c8dc3638d14f0"")"
galbaldy97,くろたま,"=HYPERLINK(""https://pokepast.es/929634e0d456c8d1"")"
g-rintaro,オプーナ,"=HYPERLINK(""https://pokepast.es/9d156bcdeb08100a"")"
Ppppppp,XTB,"=HYPERLINK(""https://pokepast.es/ea091635eb28c55b"")"
Entityvgc,Entity,"=HYPERLINK(""https://pokepast.es/899e36767a89eec7"")"
unpinguinfurtif,Didi,"=HYPERLINK(""https://pokepast.es/995e29434b63fb10"")"
Kuriboo,kurbitoo,"=HYPERLINK(""https://pokepast.es/c502ea94ebc77a87"")"
mirkofioravanti666,Wondi,"=HYPERLINK(""https://pokepast.es/2a99bd18f188c680"")"
ege1211,えげ,"=HYPERLINK(""https://pokepast.es/0d6cf43a8651bd40"")"
sergio230910,Sergio,"=HYPERLINK(""https://pokepast.es/25b28c298ed984a6"")"
meak104,シュン,"=HYPERLINK(""https://pokepast.es/b25c7c82718f27ed"")"
madelinestarling,Madeline,"=HYPERLINK(""https://pokepast.es/c6b2ca03e41afbe2"")"
MGH_games,matthew,"=HYPERLINK(""https://pokepast.es/943e3e6d52fbd124"")"
Hirohiro,cotton,"=HYPERLINK(""https://pokepast.es/b945d1b3fb68bc39"")"
Gastrogid,Lasse,"=HYPERLINK(""https://pokepast.es/d78ef449a2f7eec3"")"
KrisKiwii,Kiwi,"=HYPERLINK(""https://pokepast.es/9e61228e11f0776b"")"
コウキ,コウキ,"=HYPERLINK(""https://pokepast.es/0bed069daeeaceed"")"
fakekotori,かの,"=HYPERLINK(""https://pokepast.es/28dd4e6907d904bb"")"
cgibson1994,Chris,"=HYPERLINK(""https://pokepast.es/9f224654c256805b"")"
Mumblin Penguin,Mumblin',"=HYPERLINK(""https://pokepast.es/174b7b27d4e7c687"")"
Aska VGC ,Aska,"=HYPERLINK(""https://pokepast.es/9800159dd91e27a8"")"
AndyZG,Hang,"=HYPERLINK(""https://pokepast.es/da8f5bc47e2342bd"")"
liamwestland79,WestyLiam,"=HYPERLINK(""https://pokepast.es/8c5ff9f579d84fa2"")"
Dolliv Moment,Louis,"=HYPERLINK(""https://pokepast.es/38bbd4492b690c39"")"
Cactusmax,Cactusmax,"=HYPERLINK(""https://pokepast.es/29f2c9924422cc34"")"
Triad Guido,Triad,"=HYPERLINK(""https://pokepast.es/57d96376ba62a64a"")"
maxdeesevgc,Max,"=HYPERLINK(""https://pokepast.es/f8eb96e5d500839a"")"
mirai1,miraii,"=HYPERLINK(""https://pokepast.es/7cabe58765c37a7e"")"
grantcweldon,Velocity,"=HYPERLINK(""https://pokepast.es/00270ab0c068ee5f"")"
Giottas,Giottas,"=HYPERLINK(""https://pokepast.es/b046c2df377e55ea"")"
coreym2207,Pudding,"=HYPERLINK(""https://pokepast.es/13a0d7e8d017ab56"")"
あすは,あすは,"=HYPERLINK(""https://pokepast.es/2df5899009690dd8"")"
francichirico98,Chie,"=HYPERLINK(""https://pokepast.es/9e8d5426e900e29a"")"
sepalikalakmali80-1,marcofiero,"=HYPERLINK(""https://pokepast.es/ef312cef7e5c0570"")"
evni37,evni,"=HYPERLINK(""https://pokepast.es/021749ccf04a65dc"")"
yeffers,Jeff,"=HYPERLINK(""https://pokepast.es/9fccc47eede3aa31"")"
kirancitybeach,mev lad,"=HYPERLINK(""https://pokepast.es/952b6ff4a591527f"")"
せれ,おヌメラ,"=HYPERLINK(""https://pokepast.es/ad00c4346b1d53be"")"
vista,상자,"=HYPERLINK(""https://pokepast.es/32673d794d67bab8"")"
Sirox185,Sirox,"=HYPERLINK(""https://pokepast.es/75cc28515081674b"")"
arielbashari464,Ariel,"=HYPERLINK(""https://pokepast.es/f2bf05640ae671ff"")"
Mocha_06,Mocha,"=HYPERLINK(""https://pokepast.es/f3489dff682ed21a"")"
bbhhbtf,JMR,"=HYPERLINK(""https://pokepast.es/47cd0a1d247f53d7"")"
Mr Frey,Javi,"=HYPERLINK(""https://pokepast.es/972da19c5cb7a280"")"
i_kazuki,ミオリア,"=HYPERLINK(""https://pokepast.es/33f9fc214b3abb14"")"
teru_gift,スカーレット,"=HYPERLINK(""https://pokepast.es/3bbcd023b3c492a8"")"
Jo Lin,蘇鼻濃湯,"=HYPERLINK(""https://pokepast.es/bec4284e3f930bb2"")"
xsanvy,⭐Sanvy,"=HYPERLINK(""https://pokepast.es/87264d6d717fd9cd"")"
DandyNASU,らぁら,"=HYPERLINK(""https://pokepast.es/c2cddc7ad88fa2ac"")"
brandonrodri2013,B-Rod,"=HYPERLINK(""https://pokepast.es/c0abb5d1df1366e7"")"
shino_5,ラン,"=HYPERLINK(""https://pokepast.es/1ec56fa1ba7c8e96"")"
JoeUX9,JoeUX9,"=HYPERLINK(""https://pokepast.es/9aac17d1bbf2fb42"")"
NovaNova420,Nova,"=HYPERLINK(""https://pokepast.es/53d7d53385786aab"")"
